n_features,n_classes,frac_extreme,ridge_fidelity,ridge_extreme,ridge_moderate,logistic_fidelity,logistic_extreme,logistic_moderate,ridge_direction_variance,logistic_direction_variance,seed
8,3,0.12365446627068932,0.8630308598580931,1.0,0.8437041841714751,0.881442373384935,1.0,0.8647136066175406,0.015368726577072039,0.011260963015990345,17
8,3,0.16511033590090365,0.8710565649928856,0.9895303344889225,0.8476268296421136,0.8680181186718436,0.9895303344889225,0.8439874908747319,0.010537211831357526,0.010138782511957302,17
8,3,0.038618193389952475,0.7472439829546955,0.8274775281264161,0.7440210443235511,0.7466433449509026,0.8274775281264161,0.7433962790121387,0.04528793142055201,0.04385866796103842,17
8,3,0.04444700947624543,0.7346319526235111,1.0,0.722288507274687,0.7547466509030683,1.0,0.7433388294222131,0.1586964784801168,0.14131399061450306,17
8,3,0.03385592314256594,0.8034336525675106,1.0,0.7965455130958744,0.8150922664788756,1.0,0.8086126718050461,0.12950159224501273,0.11570076682408054,17
8,3,0.029687740377584426,0.830207468284524,1.0,0.8250124843506063,0.8327184499457819,1.0,0.8276002921788151,0.03724847646132634,0.038559766322474785,17
8,3,0.07015019477100526,0.7377395606235657,0.8631426169605582,0.7282788404325743,0.7541261348335093,0.8979212829325496,0.7432778692431444,0.13922079581449653,0.1357084452953589,17
8,3,0.1744625017040099,0.8438419340844661,1.0,0.8108407355960653,0.8346067981155616,1.0,0.7996539197482488,0.017662811209063635,0.015642594606480632,17
8,3,0.08105409225336054,0.7579521450094198,0.9151839454426626,0.7440837760988619,0.7788332140942369,0.9151839454426626,0.7668066250813661,0.04587056912854014,0.037295278883359026,18
8,3,0.06350506922042108,0.8199992313328927,1.0,0.807793120121572,0.8385283231393453,1.0,0.8275786963136698,0.020571390187933226,0.016798859984376302,18
8,3,0.06742870877787062,0.7165434686436127,0.8897098903115311,0.7040228299249895,0.7049922498375099,0.8897098903115311,0.691636410876034,0.038144958925941684,0.040237139055195104,18
8,3,0.08105270054107501,0.7169809392188174,0.8047489029905078,0.7092396568962347,0.7178836761551706,0.8047489029905078,0.7102220167517831,0.14808918900028678,0.15370492974834915,18
8,3,0.04712746029690834,0.6490664846991192,0.788934904164066,0.6421488298077529,0.6405452303350362,0.788934904164066,0.6332061286499064,0.10735461237218819,0.10976950332322918,18
8,3,0.11555836097352165,0.7852167468580976,0.9479003047303629,0.7639610251965155,0.7743725194891393,0.9479003047303629,0.7516999252093025,0.039323856190572076,0.03467146455491182,18
8,3,0.07031467164422757,0.7019935746877807,0.8190611400524975,0.6931394310676295,0.7028283645496762,0.7725989084594104,0.6975514254221882,0.12507734069878684,0.1258638713439871,18
8,3,0.06114296702066373,0.7529950299103635,0.8755554004948615,0.7450132984715437,0.7502873530544325,0.8755554004948615,0.7421292844408467,0.036640953358180725,0.03732541940770144,18
8,3,0.1406647586574614,0.8117927325469751,0.9628208976095289,0.7870709018027673,0.8201812356454639,0.9628208976095289,0.7968325206622281,0.01840722923544126,0.017186403615596382,19
8,3,0.26994289921086567,0.8241199906493827,1.0,0.7590873245935079,0.8501576802192655,1.0,0.7947526027501591,0.01167025603649619,0.014328534281175843,19
8,3,0.18939966404888028,0.8405068159617064,1.0,0.8032406637838956,0.8472805808432372,1.0,0.8115971430266321,0.015195835158889724,0.014740377723447304,19
8,3,0.278460724845019,0.8824047156899124,1.0,0.8370216447540864,0.8904439029238023,1.0,0.8481633628984842,0.010686946225214787,0.014819465821893066,19
8,3,0.22357940319639627,0.8362825335017432,1.0,0.7891381717947017,0.8602589464892229,0.9785405717870768,0.8261983673365508,0.038000636395564266,0.023213137852461388,19
8,3,0.16448377716344698,0.8559814712166194,1.0,0.8276292849294513,0.849316559508402,1.0,0.8196522863673045,0.014524952201508796,0.016055103158313495,19
8,3,0.2973271533069526,0.9057249720744022,1.0,0.8658336829588911,0.9064341611951634,1.0,0.8668429565121512,0.029173031884735644,0.02487163402134259,19
8,3,0.13086682009062614,0.8621620794154491,1.0,0.8414075957853506,0.882033553814902,1.0,0.8642711509444402,0.007850497257546952,0.009548851294635691,19
8,4,0.2909063479216192,0.9403130478249011,0.9705705013608131,0.9278998986171191,0.9486023488544228,0.9816887935822817,0.9350286033085697,0.05462178640768367,0.05631039025742142,0
8,4,0.30331038119922626,0.8040487431127544,0.876396254793525,0.772551573132696,0.8059829871891642,0.8576971151396681,0.783468754970443,0.030824179953773685,0.019429268408139085,0
