n_features,n_classes,frac_extreme,standard_fidelity,standard_extreme,standard_moderate,pairkernel_fidelity,pairkernel_extreme,pairkernel_moderate,standard_direction_variance,pairkernel_direction_variance,seed
8,3,0.043022485089690705,0.7059339509029876,1.0,0.6927137320205762,0.7256843427720221,1.0,0.7133520349705527,0.10402125879995885,0.09952083470045087,5
8,3,0.04945958584993823,0.7069479375358699,1.0,0.69169952365869,0.7269256599230232,1.0,0.7127167493229105,0.02504299333631839,0.028429127138248775,5
8,3,0.1406192716199959,0.9561192164733521,1.0,0.9489390649830296,0.9561192164733521,1.0,0.9489390649830296,0.06574589310725948,0.06526612815997616,6
8,3,0.2914035631434574,0.8655657777948025,1.0,0.8102809791119309,0.8629922451303381,1.0,0.806649105550894,0.015969801953786215,0.017811199923901296,6
8,3,0.23631268936106878,0.815811948515982,0.8752069167509046,0.7974329804716304,0.8007240356924219,0.8616564054056172,0.7818693395943276,0.0255432636279452,0.017612002869362132,6
8,3,0.26237959210109235,0.8146506565216636,0.9758071564685592,0.7573255387948489,0.8317819114379393,0.9758071564685592,0.780550567187262,0.028841051471779525,0.04573820592426267,6
8,3,0.11948265540911299,0.8828159608351033,0.8835805423258575,0.8827122102078692,0.8896790647198041,0.906359868427281,0.8874155468759238,0.08161722356479255,0.0629444502193962,6
8,3,0.1388700712458264,0.9461277670838374,0.9831904269563826,0.9401508592500721,0.9465474152457309,0.9862123031470467,0.9401508592500721,0.08957592744678898,0.11211526422534152,6
8,3,0.35068741395834596,0.8273018604839515,1.0,0.7340292746073925,0.824219523835483,0.9857803168514115,0.7369621105067028,0.04046541947722124,0.022777874011901456,6
8,3,0.22836893190187893,0.870456403688884,0.9929642229251634,0.834199465645197,0.8625536268402705,0.9929642229251634,0.8239578136753094,0.04168125795438428,0.014315391904210842,6
8,3,0.2141364054383975,0.8024044147709638,0.9761960130800171,0.7550487306359135,0.8162459404498762,0.9761960130800171,0.772661870848413,0.027672791092166898,0.021314725538359273,7
8,3,0.11139135249866897,0.7936626489863144,1.0,0.7677972731934545,0.8087085007215437,1.0,0.7847291945488638,0.016211303296434054,0.012077367132670061,7
8,3,0.14515017230863667,0.8151504016025461,0.953048095793711,0.7917359100457464,0.8087438786498172,0.953048095793711,0.7842415844400074,0.0157299430535053,0.015505761769782871,7
8,3,0.08441473192762033,0.7674570505948234,1.0,0.7460171569877274,0.7534667248073799,1.0,0.7307369572342977,0.022261902396878877,0.018858569483343815,7
8,3,0.17733533869277845,0.9137740100732176,1.0,0.895186952859056,0.9046208753380092,1.0,0.8840607489928733,0.016142142276688372,0.01351649007699617,7
8,3,0.07986330477761178,0.8376542146282129,0.9603904321367828,0.8270013192518698,0.8375310892572901,0.9603904321367828,0.826867507208983,0.028659534956392466,0.029070584239737334,7
8,3,0.04534739947098711,0.7242265371931151,0.9211564314321521,0.7148720782235504,0.726418536911194,0.9211564314321521,0.717168201144982,0.038721491889082756,0.038294347256180916,7
8,3,0.0987494696736442,0.7505963381710952,1.0,0.7232693314048956,0.7535525887999174,1.0,0.7265494966079624,0.018685411916909152,0.013580418213735207,7
