n_features,n_classes,ovr_hellinger,fisher_hard_hellinger,fisher_soft_hellinger,seed
8,3,0.016770614412683096,0.03465670714443119,0.02656802867611418,17
8,3,0.02111487425735989,0.06410708388957219,0.055372131075072537,17
8,3,0.017452598379916473,0.0427451594654107,0.03781320268938324,17
8,3,0.02018492466805968,0.0339162928692907,0.03283439112939853,17
8,3,0.015849027811813514,0.03360896862848423,0.029504204831017,17
8,3,0.016327752351882104,0.030031973494845234,0.026147826549710266,17
8,3,0.017155126828380714,0.03410362929284511,0.02519510958152627,17
8,3,0.01637162584759529,0.04733063186305077,0.030525556137620265,17
8,3,0.023688923276463703,0.04830895214151608,0.04192808089785421,18
8,3,0.021999001364831343,0.056325025821117335,0.05065172790341211,18
8,3,0.02067988556438463,0.05891264241385211,0.04529105625490509,18
8,3,0.018340933145081315,0.044213100744698586,0.032757828533936745,18
8,3,0.021603601779148007,0.056024700347245125,0.04343592368849354,18
8,3,0.01781059436453473,0.07293158582828159,0.04424434941200464,18
8,3,0.023769111387083784,0.06011352832228392,0.04444678936761157,18
8,3,0.02066750511053616,0.0614088731478006,0.050304506157802714,18
8,3,0.021226745719752495,0.04799463708940488,0.0412688056565304,19
8,3,0.022761278539482583,0.05004839235906477,0.04583774983957127,19
8,3,0.025823325790255307,0.05052888802721862,0.05138020089983294,19
8,3,0.02496295724605168,0.05725217554549876,0.045321572834387966,19
8,3,0.023870176906467106,0.052430316075059366,0.05318693506844325,19
8,3,0.0182350047676362,0.04238018768494766,0.03355224170311595,19
8,3,0.015219527608039667,0.04278298908455791,0.02908034702792391,19
8,3,0.018465652972423204,0.04969769108958358,0.0383088956505419,19
8,4,0.02370444212200218,0.07096855085850963,0.057887012240422794,0
8,4,0.02038666270167978,0.06780299722560157,0.04464083091527356,0
8,4,0.022497110327133234,0.06323370092202119,0.05263893057554402,0
8,4,0.01983669473505573,0.06114294302750161,0.03417337989534058,0
8,4,0.019517654743020883,0.04666616161751461,0.0336696442148009,0
8,4,0.025115256289684074,0.0654411597863161,0.057998139118223394,0
8,4,0.028309597527789932,0.06367097284037605,0.0566440346016005,0
8,4,0.028995237930810568,0.06765255947079533,0.066363781751028,0
8,4,0.022091539857514723,0.04269523774679813,0.033737705408633425,1
8,4,0.02357299418826926,0.06362313133012412,0.04853374181605693,1
8,4,0.028608995118526496,0.07714652950356812,0.07142051521834406,1
8,4,0.02074582596222439,0.05937037578382076,0.04360011778878678,1
8,4,0.022940953619769524,0.06173003989483711,0.04898849135717039,1
8,4,0.017920256797381205,0.07537721742162692,0.04539018958882685,1
8,4,0.02313104961628861,0.06274431020988806,0.05045582515564819,1
8,4,0.02319726790098994,0.09713009564037647,0.05520860750597077,1
8,4,0.024086672618041444,0.059314105577239096,0.04271843235307982,2
8,4,0.02783096982760946,0.058308883896102996,0.049797759841077316,2
8,4,0.020702696232431154,0.06459116979567739,0.039981399652351896,2
8,4,0.021371169698167117,0.07428620461842797,0.04400619517864843,2
8,4,0.021672302049317426,0.060622591181527935,0.04217804626306287,2
8,4,0.020727288644917127,0.05963918031846395,0.03821421811963131,2
8,4,0.017901259242948813,0.07040313723988004,0.03973389282858355,2
8,4,0.024865463441761566,0.0677571817722107,0.05918291561389069,2
8,4,0.022369054159242813,0.06975609703992473,0.05964654434868001,3
8,4,0.022016328963732193,0.06815234629029841,0.05694288712516735,3
8,4,0.023594344986501772,0.06727081814011475,0.05236770146580049,3
8,4,0.025153405772534616,0.06853171949760575,0.06538248832572377,3
8,4,0.019710823540937793,0.06670599628359344,0.04836468518725596,3
8,4,0.02114772033802775,0.07600863133103662,0.06270018571114305,3
8,4,0.022544717768270845,0.06932332181272621,0.0582353587340875,3
8,4,0.02046724539816541,0.07727381522844771,0.049247874837698054,3
8,4,0.025866556681693388,0.06802343776316677,0.05762749039491739,4
8,4,0.02972339982471625,0.07336639803156854,0.0611471491275837,4
8,4,0.02302936196310908,0.07068951394729185,0.0445189607427886,4
8,4,0.02687384958277657,0.06614574743208634,0.05493134215839136,4
8,4,0.02515237778429803,0.07096137926077282,0.05897219036570588,4
8,4,0.024847124245813024,0.09249738113755782,0.06496191198080327,4
8,4,0.02398545059033123,0.06242850358619484,0.05100069381318662,4
