n_features,n_classes,min_pair_class_frac_hard,centroid_hard,centroid_soft,pooled_hard,pooled_soft,pair_hard,pair_soft,diag_hard,diag_soft,cov_logodds,ovr,contrastive,seed
8,3,0.4489572305432848,0.8333333333333335,0.8333333333333335,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9285714285714287,1.0,1.0,12
8,3,0.4623269416929364,0.9285714285714287,1.0,1.0,1.0,1.0,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,12
8,3,0.4583045895011617,0.9761904761904763,0.9761904761904763,0.9523809523809524,0.9761904761904763,0.9523809523809524,0.9761904761904763,0.9523809523809524,0.9761904761904763,0.9285714285714287,1.0,1.0,12
8,3,0.45751407354244317,1.0,1.0,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9285714285714287,0.9761904761904763,1.0,1.0,1.0,12
8,3,0.2804192794348603,0.880952380952381,0.9523809523809524,1.0,0.9761904761904763,0.9285714285714287,1.0,0.880952380952381,1.0,0.9047619047619048,1.0,1.0,12
8,3,0.4912088493189072,0.9523809523809524,0.9523809523809524,0.9761904761904763,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,1.0,1.0,12
8,3,0.4555766676893303,0.8333333333333335,0.9047619047619048,0.7857142857142858,0.9761904761904763,0.9047619047619048,1.0,0.9047619047619048,1.0,0.9761904761904763,0.9761904761904763,1.0,13
8,3,0.47161237225834335,0.9047619047619048,0.9047619047619048,0.9761904761904763,0.9523809523809524,0.9285714285714287,0.9523809523809524,0.9285714285714287,0.9761904761904763,1.0,0.9761904761904763,1.0,13
8,3,0.47911470812121837,0.9047619047619048,0.9761904761904763,0.8095238095238096,0.9523809523809524,0.9047619047619048,0.9047619047619048,0.7619047619047621,0.8095238095238096,0.9761904761904763,0.9047619047619048,1.0,13
8,3,0.4613567451248399,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9761904761904763,0.9761904761904763,1.0,0.9761904761904763,1.0,13
8,3,0.3519470215590951,0.7619047619047621,0.7857142857142858,1.0,0.9761904761904763,0.9761904761904763,0.9523809523809524,0.8571428571428572,0.7857142857142858,0.9761904761904763,0.8571428571428572,0.9523809523809524,13
8,3,0.3912302526266858,0.9047619047619048,0.9285714285714287,0.9285714285714287,0.9761904761904763,0.9285714285714287,0.9761904761904763,0.9047619047619048,0.9047619047619048,1.0,0.9523809523809524,0.9761904761904763,13
8,3,0.4961849713352261,0.9523809523809524,0.9523809523809524,0.880952380952381,0.9285714285714287,0.880952380952381,0.9285714285714287,0.9047619047619048,0.9523809523809524,0.9285714285714287,0.880952380952381,1.0,13
8,3,0.45140216791811477,0.9285714285714287,0.9285714285714287,0.9761904761904763,0.9523809523809524,0.9761904761904763,0.9523809523809524,0.9047619047619048,0.880952380952381,1.0,0.9523809523809524,0.9761904761904763,13
8,3,0.393189847479193,0.9761904761904763,0.9523809523809524,0.9761904761904763,1.0,0.9761904761904763,1.0,1.0,0.9761904761904763,1.0,1.0,1.0,14
8,3,0.4525611288918954,0.9285714285714287,0.9285714285714287,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0,14
8,3,0.4928200768481816,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,0.9761904761904763,1.0,1.0,1.0,1.0,1.0,1.0,14
8,3,0.4953227527289281,1.0,1.0,1.0,1.0,1.0,1.0,0.9761904761904763,0.9761904761904763,1.0,1.0,1.0,14
