n_features,n_classes,metric,method_a,method_b,n_seeds,mean_a,ci_lo_a,ci_hi_a,mean_b,ci_lo_b,ci_hi_b,mean_diff,p_value,effect_size,p_value_holm_reject
8,4,S_W helps?,pooled_soft,centroid_soft,20,0.9866071428571429,0.9818452380952379,0.9904761904761905,0.9077380952380952,0.8953869047619047,0.9208333333333334,0.07886904761904759,8.794879347050151e-05,1.0,True
8,5,S_W helps?,pooled_soft,centroid_soft,20,0.9808035714285717,0.9754464285714288,0.9857142857142858,0.9107142857142858,0.8938988095238096,0.9255952380952381,0.07008928571428569,8.794879347050151e-05,1.0,True
14,3,S_W helps?,pooled_soft,centroid_soft,20,0.9833791208791209,0.978323489010989,0.987554945054945,0.9137362637362638,0.8975528846153848,0.9270061813186814,0.06964285714285712,1.9073486328125e-06,1.0,True
14,4,S_W helps?,pooled_soft,centroid_soft,20,0.9817582417582418,0.9780769230769231,0.9852472527472529,0.9026923076923076,0.8837637362637363,0.9193956043956044,0.07906593406593405,1.9073486328125e-06,1.0,True
14,5,S_W helps?,pooled_soft,centroid_soft,20,0.9846153846153847,0.9820054945054946,0.9870329670329671,0.9018956043956043,0.888434065934066,0.914287087912088,0.08271978021978024,8.844915021211901e-05,1.0,True
20,3,S_W helps?,pooled_soft,centroid_soft,20,0.9841541353383458,0.9810996240601504,0.986955122180451,0.9019736842105261,0.8887591635338346,0.9145686090225564,0.08218045112781952,1.9073486328125e-06,1.0,True
20,4,S_W helps?,pooled_soft,centroid_soft,20,0.9820112781954886,0.9784774436090228,0.9853289473684207,0.9066635338345865,0.898626644736842,0.9143893327067667,0.07534774436090222,1.9073486328125e-06,1.0,True
20,5,S_W helps?,pooled_soft,centroid_soft,20,0.9816353383458647,0.9772366071428571,0.9852164003759398,0.8976785714285713,0.8840126879699247,0.9092857142857144,0.08395676691729322,8.844915021211901e-05,1.0,True
8,3,pooling costs?,pair_hard,pooled_hard,20,0.9644345238095239,0.9549107142857143,0.9732142857142858,0.9633928571428573,0.9519308035714287,0.9735119047619047,0.0010416666666666686,0.7087247125774263,0.10833333333333334,False
8,4,pooling costs?,pair_hard,pooled_hard,20,0.9654761904761905,0.9559523809523812,0.9739583333333336,0.9663690476190476,0.9574404761904762,0.9742559523809522,-0.0008928571428571452,0.48971012416375126,-0.1895424836601307,False
8,5,pooling costs?,pair_hard,pooled_hard,20,0.9632440476190476,0.9571428571428573,0.9694940476190477,0.9617559523809526,0.9546130952380952,0.9687537202380954,0.0014880952380952495,0.8954706660270315,-0.03508771929824561,False
